Date,Close
2019-11-08,103.4000015258789
2019-11-11,104.23999786376953
2019-11-12,102.44999694824219
2019-11-13,102.37000274658203
2019-11-14,102.55000305175781
2019-11-18,102.0
2019-11-19,101.95999908447266
2019-11-21,103.5
2019-11-22,104.5999984741211
2019-11-25,104.25
2019-11-26,103.44000244140625
2019-11-27,103.68000030517578
2019-11-28,104.37999725341797
2019-11-29,104.3499984741211
2019-12-02,104.80999755859375
2019-12-03,105.0
2019-12-04,106.0999984741211
2019-12-05,106.44000244140625
2019-12-06,106.93000030517578
2019-12-09,106.7699966430664
2019-12-10,106.58000183105469
2019-12-11,106.75
2019-12-12,107.8499984741211
2019-12-13,108.30999755859375
2019-12-16,107.72000122070312
2019-12-17,108.41000366210938
2019-12-18,110.16000366210938
2019-12-19,110.81999969482422
2019-12-20,110.83999633789062
2019-12-23,111.66999816894531
2019-12-26,112.80999755859375
2019-12-27,112.16999816894531
2019-12-30,111.2300033569336
2020-01-02,114.23999786376953
2020-01-03,113.80000305175781
2020-01-06,112.58999633789062
2020-01-07,112.23999786376953
2020-01-08,111.94999694824219
2020-01-09,111.66000366210938
2020-01-10,111.27999877929688
2020-01-13,113.08000183105469
2020-01-14,113.31999969482422
2020-01-15,112.18000030517578
2020-01-16,112.3499984741211
2020-01-17,114.0999984741211
2020-01-20,114.41000366210938
2020-01-21,112.6500015258789
2020-01-22,114.0999984741211
2020-01-23,115.20999908447266
2020-01-24,114.0
2020-01-27,110.29000091552734
2020-01-28,112.30000305175781
2020-01-29,110.87999725341797
2020-01-30,111.19000244140625
2020-01-31,108.9000015258789
2020-02-03,110.41999816894531
2020-02-04,111.20999908447266
2020-02-05,111.7699966430664
2020-02-06,110.94999694824219
2020-02-07,109.3499984741211
2020-02-10,108.79000091552734
2020-02-11,111.30000305175781
2020-02-12,112.44999694824219
2020-02-13,110.9000015258789
2020-02-14,110.08000183105469
2020-02-17,110.80000305175781
2020-02-18,111.13999938964844
2020-02-19,112.08000183105469
2020-02-20,110.19999694824219
2020-02-21,109.44999694824219
2020-02-26,101.9000015258789
2020-02-27,99.19999694824219
2020-02-28,100.5999984741211
2020-03-02,102.98999786376953
2020-03-03,101.75
2020-03-04,103.0999984741211
2020-03-05,98.79000091552734
2020-03-06,94.4000015258789
2020-03-09,82.69999694824219
2020-03-10,88.62999725341797
2020-03-11,82.05999755859375
2020-03-12,70.0999984741211
2020-03-13,79.48999786376953
2020-03-16,68.4000015258789
2020-03-17,71.0
2020-03-18,65.01000213623047
2020-03-19,65.0
2020-03-20,64.7699966430664
2020-03-23,61.13999938964844
2020-03-24,67.4000015258789
2020-03-25,71.7300033569336
2020-03-26,74.56999969482422
2020-03-27,70.22000122070312
2020-03-30,71.97000122070312
2020-03-31,69.3499984741211
2020-04-01,68.18000030517578
2020-04-02,69.62999725341797
2020-04-03,66.9000015258789
2020-04-06,71.56999969482422
2020-04-07,73.51000213623047
2020-04-08,75.7300033569336
2020-04-09,74.87000274658203
2020-04-13,75.95999908447266
2020-04-14,76.8499984741211
2020-04-15,76.05000305175781
2020-04-16,74.93000030517578
2020-04-17,76.0
2020-04-20,75.66000366210938
2020-04-22,77.69999694824219
2020-04-23,76.6500015258789
2020-04-24,72.41000366210938
2020-04-27,75.29000091552734
2020-04-28,78.30000305175781
2020-04-29,80.18000030517578
2020-04-30,77.20999908447266
2020-05-04,76.0999984741211
2020-05-05,76.54000091552734
2020-05-06,76.19999694824219
2020-05-07,75.4000015258789
2020-05-08,77.43000030517578
2020-05-11,76.13999938964844
2020-05-12,75.0
2020-05-13,75.1500015258789
2020-05-14,76.25
2020-05-15,74.55999755859375
2020-05-18,78.02999877929688
2020-05-19,77.6500015258789
2020-05-20,78.44999694824219
2020-05-21,79.97000122070312
2020-05-22,79.94000244140625
2020-05-25,82.5999984741211
2020-05-26,82.44999694824219
2020-05-27,84.68000030517578
2020-05-28,83.6500015258789
2020-05-29,84.1500015258789
2020-06-01,85.33000183105469
2020-06-02,87.77999877929688
2020-06-03,89.37000274658203
2020-06-04,90.30999755859375
2020-06-05,91.05000305175781
2020-06-08,93.94999694824219
2020-06-09,92.94999694824219
2020-06-10,91.16999816894531
2020-06-12,89.25
2020-06-15,89.06999969482422
2020-06-16,90.0
2020-06-17,91.94999694824219
2020-06-18,92.62999725341797
2020-06-19,92.63999938964844
2020-06-22,91.75
2020-06-23,92.26000213623047
2020-06-24,90.7699966430664
2020-06-25,92.38999938964844
2020-06-26,90.22000122070312
2020-06-29,92.30000305175781
2020-06-30,91.62000274658203
2020-07-01,92.68000030517578
2020-07-02,92.5
2020-07-03,93.19000244140625
2020-07-06,95.30999755859375
2020-07-07,94.0999984741211
2020-07-08,96.0999984741211
2020-07-09,95.41000366210938
2020-07-10,96.33999633789062
2020-07-13,95.05000305175781
2020-07-14,96.5999984741211
2020-07-15,98.02999877929688
2020-07-16,96.81999969482422
2020-07-17,99.12999725341797
2020-07-20,100.5
2020-07-21,100.29000091552734
2020-07-22,100.37999725341797
2020-07-23,98.4000015258789
2020-07-24,98.58999633789062
2020-07-27,100.45999908447266
2020-07-28,100.05000305175781
2020-07-29,101.4800033569336
2020-07-30,101.30999755859375
2020-07-31,99.29000091552734
2020-08-03,99.19999694824219
2020-08-04,97.5999984741211
2020-08-05,98.98999786376953
2020-08-06,100.16999816894531
2020-08-07,98.83000183105469
2020-08-10,99.54000091552734
2020-08-11,98.19999694824219
2020-08-12,98.33000183105469
2020-08-13,96.51000213623047
2020-08-14,97.47000122070312
2020-08-17,95.83000183105469
2020-08-18,98.25
2020-08-19,97.0
2020-08-20,97.66999816894531
2020-08-21,97.5999984741211
2020-08-24,98.5
2020-08-25,98.3499984741211
2020-08-26,96.62999725341797
2020-08-27,96.87000274658203
2020-08-28,98.30000305175781
2020-08-31,95.69999694824219
2020-09-01,98.3499984741211
2020-09-02,98.1500015258789
2020-09-03,96.95999908447266
2020-09-04,97.41999816894531
2020-09-08,96.80000305175781
2020-09-09,97.5
2020-09-10,95.04000091552734
2020-09-11,94.4800033569336
2020-09-14,96.51000213623047
2020-09-15,96.45999908447266
2020-09-16,95.91000366210938
2020-09-17,96.37000274658203
2020-09-18,94.63999938964844
2020-09-21,93.4000015258789
2020-09-22,93.66999816894531
2020-09-23,92.16999816894531
2020-09-24,93.30000305175781
2020-09-25,93.5
2020-09-28,91.19999694824219
2020-09-29,89.91999816894531
2020-09-30,91.05000305175781
2020-10-01,91.91000366210938
